generation,scenario,seed,best,median,mean,arrival_ratio
55,Shuttle,23,7.27353,0.823114,0.864917,0.0136719
56,Shuttle,23,6.31643,0.941582,0.977603,0.0136719
57,Shuttle,23,7.55602,0.941987,0.944883,0.0151367
58,Shuttle,23,6.93968,0.861522,1.00653,0.0166016
59,Shuttle,23,6.0552,1.0007,1.00704,0.0158691
60,Shuttle,23,6.38657,1.06262,1.08669,0.0183105
61,Shuttle,23,7.26444,0.944197,0.992529,0.0166016
62,Shuttle,23,6.83897,0.916978,1.01819,0.0175781
63,Shuttle,23,7.25234,0.99557,0.996474,0.0175781
64,Shuttle,23,7.41845,1.05359,1.03674,0.0185547
65,Shuttle,23,6.9751,1.00081,0.980197,0.017334
66,Shuttle,23,7.54854,0.956379,1.05857,0.0202637
67,Shuttle,23,7.54926,0.901186,1.07133,0.0236816
68,Shuttle,23,6.87418,0.947509,1.09112,0.0236816
69,Shuttle,23,8.14762,1.08908,1.14555,0.0231934
70,Shuttle,23,7.97997,1.05517,1.15616,0.0266113
71,Shuttle,23,7.5499,1.15656,1.29507,0.0285645
72,Shuttle,23,7.5771,1.03769,1.29138,0.0310059
73,Shuttle,23,7.22258,1.21031,1.24201,0.027832
74,Shuttle,23,7.65429,1.08751,1.26993,0.0317383
75,Shuttle,23,7.69622,1.04844,1.18945,0.0310059
76,Shuttle,23,7.56811,1.10336,1.23147,0.0324707
77,Shuttle,23,7.50976,1.08284,1.22534,0.0324707
78,Shuttle,23,7.30068,1.19768,1.27404,0.0351562
79,Shuttle,23,7.89128,1.12932,1.15766,0.0236816
80,Shuttle,23,7.75448,1.16892,1.34491,0.0388184
81,Shuttle,23,7.79702,1.1999,1.28562,0.0437012
82,Shuttle,23,8.10229,1.18603,1.30682,0.0419922
83,Shuttle,23,8.33037,1.26787,1.54925,0.0517578
84,Shuttle,23,8.35201,1.412,1.69294,0.0551758
85,Shuttle,23,8.12697,1.43938,1.667,0.0527344
86,Shuttle,23,8.07306,1.31941,1.52272,0.0524902
87,Shuttle,23,7.91976,1.33664,1.56409,0.0488281
88,Shuttle,23,8.10081,1.35579,1.58793,0.0563965
89,Shuttle,23,8.30589,1.39838,1.62343,0.0627441
90,Shuttle,23,7.82208,1.36116,1.60657,0.0539551
91,Shuttle,23,8.36184,1.42907,1.60322,0.0566406
92,Shuttle,23,8.02375,1.36676,1.62409,0.0595703
93,Shuttle,23,8.47672,1.47555,1.81377,0.0693359
94,Shuttle,23,8.01726,1.4672,1.74034,0.0646973
95,Shuttle,23,8.56062,1.5675,1.98222,0.0771484
96,Shuttle,23,8.46036,1.56723,1.99754,0.0786133
97,Shuttle,23,8.46251,1.43267,1.74895,0.0639648
98,Shuttle,23,8.28078,1.4573,1.7518,0.0634766
99,Shuttle,23,8.42545,1.54607,1.9493,0.0742188
100,Shuttle,23,8.16193,1.54998,1.93911,0.0720215
101,Shuttle,23,8.60042,1.50158,1.84824,0.0700684
102,Shuttle,23,8.36961,1.58148,1.99769,0.0722656
103,Shuttle,23,7.67896,1.49526,1.73296,0.057373
104,Shuttle,23,8.63134,1.50799,1.86362,0.0759277
105,Shuttle,23,8.29735,1.45042,1.80535,0.0744629
106,Shuttle,23,8.23495,1.42647,1.75151,0.0690918
107,Shuttle,23,8.43324,1.51424,1.80907,0.065918
108,Shuttle,23,8.41961,1.62839,1.92467,0.0756836
109,Shuttle,23,8.12652,1.50201,1.90746,0.078125
110,Shuttle,23,8.11218,1.48186,1.8204,0.0722656
111,Shuttle,23,8.20421,1.58418,1.91591,0.0737305
112,Shuttle,23,8.38758,1.55499,2.04616,0.0842285
113,Shuttle,23,8.28308,1.66268,2.0633,0.0822754
114,Shuttle,23,8.41021,1.53201,1.89587,0.0756836
115,Shuttle,23,8.50389,1.52803,1.90834,0.0683594
116,Shuttle,23,8.58146,1.50093,1.89452,0.0739746
117,Shuttle,23,8.36908,1.45903,1.82845,0.0683594
118,Shuttle,23,8.63983,1.4221,1.95085,0.0773926
119,Shuttle,23,8.42142,1.47778,1.96898,0.0791016
120,Shuttle,23,8.51402,1.52727,1.84971,0.072998
121,Shuttle,23,8.45004,1.53283,1.92648,0.0720215
122,Shuttle,23,8.67632,1.54915,1.91344,0.0725098
123,Shuttle,23,8.16861,1.50541,1.94666,0.0766602
124,Shuttle,23,8.44161,1.56966,2.03137,0.0793457
125,Shuttle,23,8.39257,1.41762,1.79392,0.0683594
126,Shuttle,23,7.96453,1.42958,1.74676,0.0705566
127,Shuttle,23,8.55927,1.48614,1.83861,0.0639648
128,Shuttle,23,8.58149,1.30916,1.62987,0.0598145
129,Shuttle,23,7.8932,1.46224,1.75589,0.0668945
130,Shuttle,23,8.36038,1.42903,1.70749,0.0595703
131,Shuttle,23,7.9625,1.57904,1.97145,0.0756836
132,Shuttle,23,8.00818,1.44212,1.75385,0.0649414
133,Shuttle,23,8.40864,1.39918,1.77319,0.0654297
134,Shuttle,23,8.29079,1.42662,1.75346,0.067627
135,Shuttle,23,8.43408,1.44456,1.70899,0.0595703
136,Shuttle,23,8.36413,1.46423,1.77056,0.0661621
137,Shuttle,23,8.31488,1.3478,1.73947,0.065918
138,Shuttle,23,8.23337,1.34246,1.60603,0.0583496
139,Shuttle,23,8.28772,1.43462,1.83333,0.0749512
140,Shuttle,23,8.77021,1.39291,1.81296,0.0727539
141,Shuttle,23,8.21414,1.36533,1.79895,0.0683594
142,Shuttle,23,8.88866,1.38891,1.70865,0.0671387
143,Shuttle,23,8.32701,1.3246,1.80102,0.0681152
144,Shuttle,23,8.72865,1.52481,2.04393,0.0849609
145,Shuttle,23,8.5521,1.33361,1.7276,0.0666504
146,Shuttle,23,8.84717,1.4446,1.9247,0.079834
147,Shuttle,23,8.42648,1.43625,1.89526,0.0776367
148,Shuttle,23,8.41417,1.32825,1.82336,0.0737305
149,Shuttle,23,8.13742,1.46288,1.83299,0.0698242
150,Shuttle,23,8.60748,1.59394,1.99808,0.079834
151,Shuttle,23,8.37481,1.43249,1.87138,0.0739746
152,Shuttle,23,8.61903,1.66008,2.04008,0.0834961
153,Shuttle,23,8.62726,1.46638,1.96956,0.0820312
154,Shuttle,23,8.59027,1.58252,2.09192,0.0844727
155,Shuttle,23,8.46399,1.66196,2.26036,0.0959473
156,Shuttle,23,8.67594,1.98862,2.54388,0.109131
157,Shuttle,23,8.58624,1.7621,2.34826,0.0996094
158,Shuttle,23,8.56775,1.88048,2.40463,0.0964355
159,Shuttle,23,8.66896,1.78525,2.33497,0.101318
160,Shuttle,23,8.4546,1.64479,2.11955,0.0842285
161,Shuttle,23,8.61377,1.64496,2.14397,0.0891113
162,Shuttle,23,8.51874,1.70323,2.2628,0.0957031
163,Shuttle,23,8.56239,1.63118,2.28603,0.0925293
164,Shuttle,23,8.54404,1.60999,2.1442,0.0849609
165,Shuttle,23,8.60234,1.61954,2.19877,0.0913086
166,Shuttle,23,8.37433,1.51967,1.99402,0.0769043
167,Shuttle,23,8.44592,1.73815,2.38026,0.0961914
168,Shuttle,23,8.61377,1.69037,2.17653,0.0925293
169,Shuttle,23,8.57769,1.68187,2.2635,0.0917969
170,Shuttle,23,8.63033,1.66852,2.08556,0.078125
171,Shuttle,23,8.61818,1.65172,2.17649,0.0866699
172,Shuttle,23,8.5165,1.68767,2.27819,0.0922852
173,Shuttle,23,8.73486,1.5964,2.17877,0.0856934
174,Shuttle,23,8.74298,1.70171,2.2181,0.095459
175,Shuttle,23,8.72018,1.73403,2.302,0.0961914
176,Shuttle,23,8.48193,1.71558,2.34938,0.0986328
177,Shuttle,23,8.64213,1.68714,2.26855,0.0959473
178,Shuttle,23,8.55746,1.76613,2.16329,0.0883789
179,Shuttle,23,8.75381,1.69066,2.20769,0.0959473
180,Shuttle,23,8.45849,1.66662,2.31119,0.100342
181,Shuttle,23,8.72571,1.60759,2.14336,0.0947266
182,Shuttle,23,8.40145,1.51547,2.10603,0.0922852
183,Shuttle,23,8.70021,1.60915,2.0823,0.0859375
184,Shuttle,23,8.5302,1.75911,2.27937,0.0974121
185,Shuttle,23,8.30537,1.7704,2.28643,0.100098
186,Shuttle,23,8.62876,1.80992,2.40264,0.106445
187,Shuttle,23,8.6135,1.66404,2.31207,0.104004
188,Shuttle,23,8.35904,1.80358,2.3312,0.100586
189,Shuttle,23,8.26373,1.76722,2.40912,0.10376
190,Shuttle,23,8.64771,1.57451,2.14944,0.095459
191,Shuttle,23,8.71995,1.70427,2.26915,0.101807
192,Shuttle,23,8.38892,1.64856,2.22644,0.097168
193,Shuttle,23,8.50782,1.91449,2.48229,0.113525
194,Shuttle,23,8.66369,1.65035,2.26534,0.0976562
195,Shuttle,23,8.5778,1.55322,2.19435,0.0957031
196,Shuttle,23,8.71838,1.83133,2.43188,0.109619
197,Shuttle,23,8.55142,1.83607,2.40917,0.105713
198,Shuttle,23,8.86888,1.68469,2.33456,0.101562
199,Shuttle,23,8.75067,1.83317,2.51083,0.111572
200,Shuttle,23,8.54677,1.78854,2.31065,0.0966797
201,Shuttle,23,8.50721,1.77606,2.45092,0.105469
202,Shuttle,23,8.88095,1.78818,2.40326,0.10376
203,Shuttle,23,8.87528,1.95588,2.54347,0.106445
204,Shuttle,23,8.78629,1.85387,2.47488,0.106445
205,Shuttle,23,8.83224,1.7471,2.40919,0.102783
206,Shuttle,23,8.85861,1.86806,2.49859,0.108887
207,Shuttle,23,8.79496,1.6734,2.21082,0.0913086
208,Shuttle,23,8.27049,1.84278,2.28478,0.0925293
209,Shuttle,23,8.79268,1.77294,2.33881,0.0993652
210,Shuttle,23,8.80138,1.60314,2.29434,0.0969238
211,Shuttle,23,8.77838,1.97312,2.65894,0.116699
212,Shuttle,23,8.68429,1.80826,2.4357,0.105713
213,Shuttle,23,8.80907,1.77983,2.51115,0.104492
214,Shuttle,23,8.9315,1.87819,2.64105,0.114746
215,Shuttle,23,8.89501,1.7725,2.42858,0.103271
216,Shuttle,23,8.84883,1.60462,2.27802,0.0966797
217,Shuttle,23,8.93851,1.94153,2.54895,0.108887
218,Shuttle,23,8.81904,1.74153,2.39723,0.100586
219,Shuttle,23,8.96078,1.69511,2.26534,0.0888672
220,Shuttle,23,8.5834,1.67279,2.31041,0.0991211
221,Shuttle,23,8.77953,1.81529,2.43077,0.102295
222,Shuttle,23,8.88953,1.68791,2.32619,0.0979004
223,Shuttle,23,8.81126,1.80028,2.42285,0.102783
224,Shuttle,23,8.82737,1.82184,2.39527,0.101074
225,Shuttle,23,8.84373,1.58209,2.18965,0.0917969
226,Shuttle,23,8.71079,1.82874,2.44332,0.10083
227,Shuttle,23,8.74708,1.69831,2.35938,0.0981445
228,Shuttle,23,8.74617,1.84588,2.61347,0.108398
229,Shuttle,23,8.75385,1.80517,2.46017,0.103516
230,Shuttle,23,8.75602,1.74744,2.40425,0.0996094
231,Shuttle,23,8.87025,1.94023,2.50434,0.102783
232,Shuttle,23,8.77688,1.87379,2.53976,0.109131
233,Shuttle,23,8.69687,1.86647,2.50783,0.106934
234,Shuttle,23,8.63916,1.96523,2.61497,0.113525
235,Shuttle,23,8.70119,1.80669,2.37659,0.103271
236,Shuttle,23,8.53717,1.82247,2.33984,0.10083
237,Shuttle,23,8.68564,1.82553,2.42561,0.101074
238,Shuttle,23,9.10283,1.75051,2.40725,0.107666
239,Shuttle,23,8.67153,1.94149,2.65736,0.118164
240,Shuttle,23,8.7645,1.74992,2.34323,0.098877
241,Shuttle,23,8.92483,1.75179,2.4273,0.103516
242,Shuttle,23,8.60791,1.84423,2.47596,0.106201
243,Shuttle,23,8.76504,1.73667,2.38161,0.102051
244,Shuttle,23,8.69626,1.75363,2.34986,0.0959473
245,Shuttle,23,9.1099,1.74218,2.49134,0.108643
246,Shuttle,23,8.74724,1.8918,2.55202,0.113281
247,Shuttle,23,8.8129,1.97624,2.70822,0.123535
248,Shuttle,23,8.77317,1.82715,2.48785,0.105957
249,Shuttle,23,8.91227,1.91247,2.55953,0.109863
250,Shuttle,23,8.74547,1.76898,2.39425,0.10376
251,Shuttle,23,8.77372,1.762,2.35862,0.100098
252,Shuttle,23,8.55559,1.79456,2.42518,0.101562
253,Shuttle,23,8.8261,1.73985,2.44982,0.101807
254,Shuttle,23,8.85808,1.80754,2.39871,0.104736
255,Shuttle,23,8.83881,1.88705,2.46166,0.10498
256,Shuttle,23,8.81117,1.80948,2.38898,0.101318
257,Shuttle,23,8.98374,1.85584,2.4207,0.100342
258,Shuttle,23,8.64334,1.86939,2.52194,0.107666
259,Shuttle,23,8.73388,2.03535,2.67703,0.115967
260,Shuttle,23,8.75973,2.10161,2.84499,0.124023
261,Shuttle,23,8.75247,2.09471,2.89326,0.128174
262,Shuttle,23,8.7271,1.97977,2.72448,0.114258
263,Shuttle,23,8.76071,2.04454,2.73938,0.11792
264,Shuttle,23,8.7122,2.11732,2.9422,0.131104
265,Shuttle,23,9.00141,2.12027,2.84698,0.124512
266,Shuttle,23,9.00295,2.10155,2.9193,0.130859
267,Shuttle,23,8.74296,2.39328,2.87348,0.126953
268,Shuttle,23,8.72384,2.12518,2.8675,0.129639
269,Shuttle,23,8.98843,2.04476,2.82116,0.121826
270,Shuttle,23,8.84419,1.95938,2.66775,0.112305
271,Shuttle,23,9.08591,2.16151,2.96506,0.129395
272,Shuttle,23,8.90146,2.19723,2.9581,0.129639
273,Shuttle,23,8.7577,2.22738,2.94283,0.132568
274,Shuttle,23,8.86194,1.90099,2.60946,0.107422
275,Shuttle,23,8.97875,2.44489,3.04694,0.134521
276,Shuttle,23,8.71534,2.12825,2.90845,0.129395
277,Shuttle,23,8.85888,2.14672,3.03076,0.133789
278,Shuttle,23,8.89816,2.8063,3.25741,0.144531
279,Shuttle,23,8.72028,2.2582,2.90617,0.12915
280,Shuttle,23,8.66539,2.25463,2.96919,0.130127
281,Shuttle,23,8.71126,2.57983,3.12087,0.143555
282,Shuttle,23,8.63032,2.13108,2.95002,0.130371
283,Shuttle,23,8.79021,2.11643,2.88441,0.125244
284,Shuttle,23,8.81503,2.45454,3.16686,0.14624
285,Shuttle,23,8.78048,2.16077,2.97795,0.135254
286,Shuttle,23,8.94011,2.35432,3.10302,0.142334
287,Shuttle,23,8.78364,3.07819,3.31511,0.158447
288,Shuttle,23,8.89783,2.37827,2.99106,0.136475
289,Shuttle,23,8.91953,2.03726,2.83364,0.124512
290,Shuttle,23,8.85597,2.35143,3.0824,0.135986
291,Shuttle,23,8.78295,2.13716,2.92886,0.130615
292,Shuttle,23,8.74589,2.19843,3.00291,0.130859
293,Shuttle,23,8.81384,2.18393,2.99994,0.130859
294,Shuttle,23,8.7133,2.26599,2.91637,0.126465
295,Shuttle,23,8.79456,2.67385,3.06173,0.135742
296,Shuttle,23,8.75424,2.86744,3.16878,0.147705
297,Shuttle,23,8.7838,2.1883,2.99258,0.130371
298,Shuttle,23,8.76407,2.35128,3.05647,0.140381
299,Shuttle,23,8.91096,2.73218,3.09595,0.143799
